N;M;K;P;p_osat1;p_osat2;p_osat3;p_osat4;p_osat5;p_anticlust1;p_anticlust2;p_anticlust3;p_anticlust4;p_anticlust5;p_anticlust_c1;p_anticlust_c2;p_anticlust_c3;p_anticlust_c4;p_anticlust_c5;p_ps1;p_ps2;p_ps3;p_ps4;p_ps5;OSAT_t;ANTICLUST_t;ANTICLUST_t_c;PS_t;diversity_unconstrained;diversity_constrained
436;5;2;4;0.631746963121119;0.860842322642147;0.832417116278142;0.182858151533278;0.29167428584165;0.999312308512801;0.999368660262544;0.999322730119908;0.999358972792163;0.998143905871114;0.999312308512801;0.999368660262544;0.98879314747056;0.999358972792163;0.998143905871114;0.824470263017084;0.970230737922346;0.69587219531065;0.97118814789008;0.951742574341787;3.03656196594238;0.2678382396698;0.0967540740966797;26.0079989433289;110911.881780137;110898.583313258
300;2;2;5;0.998084708391955;0.993359190441783;NA;NA;NA;0.999387048214053;0.999866802428093;NA;NA;NA;0.999387048214053;0.999866802428093;NA;NA;NA;0.99047075372719;0.988497430490978;NA;NA;NA;2.54522156715393;0.111377954483032;0.0416665077209473;16.7691190242767;34337.4124394345;34337.3160631173
70;3;10;2;0.985035004145156;0.975256708908397;0.999598920513855;NA;NA;1;0.99737355602973;0.999598920513855;NA;NA;1;0.99737355602973;0.999598920513855;NA;NA;NA;NA;NA;NA;NA;2.19465661048889;0.00153708457946777;0.0049896240234375;NA;261.730154961094;258.608470138605
84;5;4;4;0.999938944462742;0.756774847656232;0.368435442201009;0.679185762820113;0.696797294002521;0.999938944462742;0.999977203307073;0.999977203307073;0.999634660534999;0.999732039373229;0.91059122509911;0.94397136604701;0.996067789737461;0.970554629482599;0.998674164305166;0.978782916331425;0.853545285326868;0.97322252879234;0.882506006143156;0.427839772647727;2.73011946678162;0.0015716552734375;0.00426626205444336;33.4642081260681;2012.92533148277;2007.64746650671
236;3;2;5;0.961674105306281;0.836366772237147;0.933732811298178;NA;NA;0.999819659748426;1;0.999108100128131;NA;NA;0.998003114702872;0.995893873034478;0.999108100128131;NA;NA;0.934604763272229;0.9967147825151;0.978090877080711;NA;NA;2.47801351547241;0.0480985641479492;0.026846170425415;17.565009355545;26519.6966296636;26511.5825751241
94;5;2;5;0.997874117367059;0.293985988758706;0.466214607303431;0.886645183560397;0.669401207356677;0.988815216610976;0.993985937880933;0.998662610543618;0.991010346400684;0.998290177713684;0.983818569825349;0.951528522534984;0.960768359971943;0.899524203248715;0.990702075121507;0.818144477627328;0.872850096101106;0.874250136407242;0.862182940153905;0.947526557449144;3.765620470047;0.00290727615356445;0.00489020347595215;19.1382925510406;5439.45368203021;5436.47583198
420;5;10;5;0.999999999985934;0.436893038636762;0.214623277925485;0.18614777030629;0.670149286828796;1;1;1;1;1;0.999999999999953;0.999999999999997;0.999999999999999;0.999999999441516;0.999999999999992;NA;NA;NA;NA;NA;4.40011024475098;0.0721096992492676;0.0683982372283936;NA;21923.7738774355;21906.3603075292
192;2;2;3;0.94203316783575;0.984310204292257;NA;NA;NA;1;0.984310204292257;NA;NA;NA;1;0.984310204292257;NA;NA;NA;1;0.984310204292257;NA;NA;NA;2.07921767234802;0.0246081352233887;0.0160772800445557;10.2257745265961;11256.0209561711;11256.0209561711
320;2;4;4;0.999990208622138;0.999991556674042;NA;NA;NA;0.999999688798343;0.999999992489175;NA;NA;NA;0.999999688798343;0.999999992489175;NA;NA;NA;0.994066684619029;0.996318138033647;NA;NA;NA;2.20168018341064;0.0872554779052734;0.0485620498657227;25.0609695911407;18270.5825047191;18268.875033459
270;3;10;5;0.999957648019423;0.867856404729845;0.932392158648771;NA;NA;1;0.999999999999999;0.999999999999999;NA;NA;0.999999999986941;0.99999999997046;0.999999998113294;NA;NA;NA;NA;NA;NA;NA;2.33090758323669;0.0162200927734375;0.0249483585357666;NA;6857.83053201034;6843.76372040794
280;3;10;3;0.999891149859472;0.999998813309912;0.999955107468964;NA;NA;0.999999999976127;0.999999999898442;0.999999999977013;NA;NA;0.999999996595953;0.999999988951348;0.999999999999729;NA;NA;NA;NA;NA;NA;NA;2.18518853187561;0.0181457996368408;0.0263423919677734;NA;6059.41990891045;6045.8313120791
442;3;2;3;0.972650660761588;0.953517874802147;1;NA;NA;1;0.993355211914439;1;NA;NA;1;0.993355211914439;1;NA;NA;0.974647889343426;0.914067710530165;0.973829401682255;NA;NA;2.29492330551147;0.375676393508911;0.0919187068939209;13.9540696144104;75595.1461162113;75594.7384753585
304;4;2;5;0.411544468848921;0.739209560492552;0.927812339791639;0.576730753076777;NA;0.998675764375735;0.999871767766619;0.998804720407624;0.999861959196993;NA;0.998791534396217;0.998703089259173;0.998804720407624;0.999039350921243;NA;0.998791534396217;0.991817956021656;0.818792813891933;0.978530174468778;NA;2.49758553504944;0.112048864364624;0.0478296279907227;19.4586386680603;51173.0796947383;51161.3448431643
52;4;2;3;0.666300147798456;0.509001841925154;0.257395142052568;0.462661203838761;NA;0.948729480016437;0.84808252735177;0.94445913699487;0.942095035259602;NA;0.822432619067731;0.84808252735177;0.833482263015693;0.942095035259602;NA;0.948729480016437;0.937276145357271;0.94445913699487;0.942095035259602;NA;2.05491709709167;0.000903844833374023;0.00249838829040527;10.5578680038452;1205.13595325767;1202.1771727282
232;4;2;5;0.763797308511638;0.534791977176806;0.935909560223092;0.338179808812496;NA;0.995342090455585;0.998041347401075;1;0.997656668792288;NA;0.995342090455585;0.998041347401075;1;0.999801227679328;NA;0.983640127184012;0.94896688519003;0.892560312502921;0.880942157758193;NA;2.43814301490784;0.0440261363983154;0.0283980369567871;17.565051317215;30216.7247932927;30209.5918158655
470;5;10;4;0.999998030956594;0.00713584231713667;0.63410444262686;0.193063755181883;0.0862705918510689;0.999999999999998;0.999999999999993;1;1;0.999999999999938;0.999999999999526;0.999999999995921;0.999999999997489;0.999999999999998;0.99999999999964;NA;NA;NA;NA;NA;3.20061278343201;0.101840972900391;0.0913803577423096;NA;25618.3483913239;25597.3949289544
492;2;2;2;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;2.33030104637146;0.46605110168457;0.124031066894531;11.4109308719635;51612.6247918337;51612.6247918337
150;4;10;2;0.999254484616354;0.943129535780953;0.995300474747635;0.999188230131845;NA;1;0.999998720131858;0.999912610837106;0.999950389076705;NA;0.999959084146563;0.999998720131858;0.998922238796667;0.999188230131845;NA;NA;NA;NA;NA;NA;2.06030344963074;0.00336813926696777;0.00908946990966797;NA;1488.11476623338;1479.47496299678
164;2;4;4;0.999571143752878;0.999292087280588;NA;NA;NA;0.999997977756192;0.999983338470392;NA;NA;NA;0.999997977756192;0.999998763575071;NA;NA;NA;0.997330942864963;0.994494948663672;NA;NA;NA;2.06025528907776;0.00853872299194336;0.0106744766235352;21.2549538612366;4663.70938988403;4661.46942002741
280;3;10;2;0.999869069177257;0.999994012680477;0.999870196422392;NA;NA;0.999999919314231;0.999994012680477;0.999999920046979;NA;NA;0.999999919314231;0.999994012680477;0.999999920046979;NA;NA;NA;NA;NA;NA;NA;2.21260452270508;0.0183143615722656;0.0313618183135986;NA;4376.42798847981;4376.33161216263
390;2;10;3;0.999999999354321;0.999999996624288;NA;NA;NA;0.999999999999529;0.999999999999615;NA;NA;NA;0.999999999999529;0.999999999999615;NA;NA;NA;NA;NA;NA;NA;NA;2.31221389770508;0.0562930107116699;0.0521354675292969;NA;9341.42728229939;9341.42728229939
456;2;4;4;0.999992499586375;0.999998062617146;NA;NA;NA;0.999999983088579;0.999999936562098;NA;NA;NA;0.999999983088579;0.999999936562098;NA;NA;NA;0.999037672385498;0.973296633319434;NA;NA;NA;2.29796004295349;0.255918741226196;0.0888090133666992;27.7342371940613;37052.6601228994;37052.8063872694
432;2;4;2;0.998778555362128;0.991601312422959;NA;NA;NA;0.998778555362128;0.998776991320272;NA;NA;NA;0.998778555362128;0.998776991320272;NA;NA;NA;0.991611894246824;0.991601312422959;NA;NA;NA;2.27723455429077;0.196361541748047;0.0813331604003906;22.4457831382751;19881.0488348192;19881.0488348192
150;4;10;4;0.99999985165844;0.758472495317674;0.203179236423938;0.759579578053585;NA;0.999999999870452;0.999999999107484;0.999999959192778;0.999999990766756;NA;0.999873109941652;0.999999335772374;0.998295076848702;0.999999960520917;NA;NA;NA;NA;NA;NA;2.32883453369141;0.00329160690307617;0.00924468040466309;NA;2298.24924836517;2288.91768647691
148;3;2;5;0.999473047788313;0.640986288634969;0.946231806822352;NA;NA;0.999473047788313;0.997440682685527;0.99542362153384;NA;NA;0.999473047788313;0.997440682685527;0.993818969924921;NA;NA;0.968494616607002;0.997440682685527;0.968343995276675;NA;NA;2.14587831497192;0.0113921165466309;0.0103368759155273;13.7520620822906;10414.9557569607;10413.5256849003
440;2;10;2;0.999967105752141;0.999999546358651;NA;NA;NA;0.999999864129692;0.999999546358651;NA;NA;NA;0.999999864129692;0.999999546358651;NA;NA;NA;NA;NA;NA;NA;NA;2.29564452171326;0.0836081504821777;0.0764162540435791;NA;8255.05367519238;8255.05367519238
140;5;4;2;0.989876416795311;0.972818422930114;0.993445589528631;0.993492875351539;0.685571369017642;0.989876416795311;1;0.993445589528631;0.993492875351539;0.990069632228871;0.989876416795311;0.972818422930114;0.993445589528631;0.993492875351539;0.990069632228871;0.681030029993076;0.972818422930114;0.957011393585738;0.856250498556493;0.951776574360673;2.18198990821838;0.00496649742126465;0.00797438621520996;20.0156738758087;3703.44670225568;3698.77987179369
60;4;10;2;0.608537723000777;0.557699436851377;0.904178913414402;0.407090835490588;NA;0.999933304062113;0.999254484616354;0.997735003889142;1;NA;0.99244719335856;0.983189016553623;0.997735003889142;0.976060227142933;NA;NA;NA;NA;NA;NA;2.04256200790405;0.000889062881469727;0.00351810455322266;NA;227.114879200815;221.894876188515
236;4;2;4;0.373342351064162;0.462492477823763;0.853912307686177;0.617948544567309;NA;0.995301378670425;0.998015768604445;0.998391511731582;0.99807730578786;NA;0.995301378670425;0.991720071281045;0.992322871916584;0.99807730578786;NA;0.892086454746727;0.925948486627057;0.998391511731582;0.881075498158418;NA;2.23220825195312;0.0457558631896973;0.0245137214660645;14.9570982456207;28909.7887197032;28901.0208726172
290;4;10;2;0.999634067386823;0.999634067386823;0.999999138611606;0.999923324737943;NA;0.999993782319419;0.999993782319419;0.999999138611606;0.999993910209807;NA;0.999993782319419;0.999993782319419;0.999999138611606;0.999923324737943;NA;NA;NA;NA;NA;NA;2.18581819534302;0.0203828811645508;0.0272586345672607;NA;5601.89684410336;5594.43541331871
50;2;10;2;0.997890174043842;0.995468178088063;NA;NA;NA;0.997890174043842;0.995468178088063;NA;NA;NA;0.997890174043842;0.995468178088063;NA;NA;NA;NA;NA;NA;NA;NA;1.96687412261963;0.000761985778808594;0.00304102897644043;NA;99.0121933088198;97.8406204335659
144;5;4;4;0.999004441324104;0.723970517699785;0.388873312724628;0.342140182738736;0.850090547459772;0.999862774935169;0.999999579638916;0.999999301704808;0.999993374782248;0.999999647420491;0.999574272995315;0.994749380960537;0.990733930612052;0.999908041644825;0.997154414775181;0.637432079132245;0.923074236017734;0.792777676366235;0.992241671714588;0.997192208380332;2.56305861473083;0.00569891929626465;0.0081174373626709;30.975328207016;5993.78304667215;5982.74504326159
230;5;10;3;0.999999904654495;0.325515345300153;0.674261415970802;0.706561448418772;0.167849095773847;0.999999999853756;0.999999999398756;0.99999999943137;0.999999992225272;0.999999999848854;0.999999999853756;0.999999952013216;0.999999818603088;0.999935731801606;0.999995506028326;NA;NA;NA;NA;NA;2.32902002334595;0.0102136135101318;0.0177326202392578;NA;5384.65550587189;5370.48608539571
86;5;2;5;0.998538056519306;0.415351809899146;0.227454685023377;0.932166028028966;0.131427356491129;0.998538056519306;0.998887396223873;0.97272377425937;0.981549323024876;1;0.743489107178771;0.838002699372096;0.921004862472133;0.956025599616812;0.836434741259949;0.691474846829869;0.931321214905003;0.723352564047028;0.984433958846103;0.978679048009432;3.39738821983337;0.00218319892883301;0.00405263900756836;16.8076756000519;4581.66489883918;4575.90109651689
96;4;4;2;0.926863843977041;0.988669949690417;0.850717270408717;0.927902515378567;NA;0.988495018843156;0.988669949690417;0.988612134662438;0.988669949690417;NA;0.988495018843156;0.988669949690417;0.988612134662438;0.988669949690417;NA;0.988495018843156;0.927902515378567;0.988612134662438;0.770924894530293;NA;2.01117944717407;0.00197482109069824;0.00505471229553223;18.083596944809;1527.6752441657;1525.09698626263
182;4;2;5;0.4633684156844;0.665831106260161;0.890518957183648;0.989946408832284;NA;0.999599528605352;0.998613169830142;0.999550034111679;0.997525790139278;NA;0.997070285647879;0.998613169830142;0.991515809559666;0.993131102632191;NA;0.981590331161609;0.979305938817707;0.912564261112404;0.847029988375095;NA;2.38681125640869;0.0202791690826416;0.0125465393066406;17.0632634162903;18280.3793709492;18272.278197051
420;5;10;5;0.999999999999971;0.557968755104117;0.151052665901595;0.107660143531834;0.186642029134596;1;0.999999999999902;1;1;1;0.999999999999997;0.999999999999701;0.999999999999999;1;1;NA;NA;NA;NA;NA;4.11764311790466;0.0665004253387451;0.0628738403320312;NA;21761.2140259983;21746.277772276
80;5;10;4;0.995801485367318;0.127991752903891;0.936060169525516;0.397144869418638;0.180878705520355;0.999919613254755;0.999999987273714;0.99999823773051;0.999999890299734;0.999978801095123;0.980739066682999;0.99813598353978;0.998294621866827;0.997673843396553;0.998563994829599;NA;NA;NA;NA;NA;2.66275930404663;0.00115013122558594;0.00387239456176758;NA;698.151005034812;687.854626392083
56;4;4;2;0.974836995191486;0.960129022726177;0.850701143634691;0.560631591073967;NA;0.974836995191486;0.960129022726177;0.974836995191486;0.972850198716941;NA;0.850701143634691;0.960129022726177;0.974836995191486;0.840335112342967;NA;0.974836995191486;0.825814940963321;0.850701143634691;0.972850198716941;NA;1.89238500595093;0.000870466232299805;0.0027763843536377;16.9332304000854;505.705569368671;504.777366138396
500;3;10;4;0.999999873041945;0.999949055890437;0.999999580076248;NA;NA;1;1;1;NA;NA;0.999999999999591;0.999999999999999;1;NA;NA;NA;NA;NA;NA;NA;2.45852446556091;0.122030973434448;0.0912444591522217;NA;22339.5208513643;22314.5528699005
480;3;10;3;0.999998824104965;0.999999996319825;0.999996667186596;NA;NA;0.999999999978787;0.999999999989556;0.999999999998498;NA;NA;0.999999999978787;0.99999999965756;0.999999999984715;NA;NA;NA;NA;NA;NA;NA;2.32439661026001;0.119691848754883;0.088834285736084;NA;18028.7596677783;18022.7275758258
80;3;10;4;0.999995248199215;0.796759915317663;0.479128119591022;NA;NA;0.999999946935165;0.999994139548656;0.999999961709849;NA;NA;0.999692166454442;0.999995792889467;0.999868085430088;NA;NA;NA;NA;NA;NA;NA;2.0861451625824;0.00120306015014648;0.0048527717590332;NA;547.207728022198;543.066265747831
148;5;4;5;0.99999261816255;0.364150241241274;0.191310246346554;0.923907723437594;0.336803479718132;0.999998938233061;0.999997418115649;0.99999395351778;0.999998561352504;0.998503013221942;0.992481723368756;0.998782427136525;0.99999395351778;0.999991268562697;0.999638370960327;0.875121134752722;0.970226506965977;0.9640505989062;0.735763775386007;0.884151080497181;3.61961960792542;0.00605368614196777;0.0088963508605957;37.5802063941956;6736.44867646958;6727.58130880747
52;4;2;3;0.948729480016437;0.353862408557276;0.249610331525907;0.937276145357271;NA;0.948729480016437;0.951110230286911;0.84808252735177;0.937276145357271;NA;0.666300147798456;0.951110230286911;0.937276145357271;0.937276145357271;NA;0.948729480016437;0.951110230286911;0.937276145357271;0.937276145357271;NA;2.01714015007019;0.000913858413696289;0.00256800651550293;10.5432333946228;1192.44275261711;1189.21341746424
286;3;2;5;0.9998475216058;0.979945225389601;0.741510822976061;NA;NA;0.9998475216058;0.999864491904575;0.999836270555279;NA;NA;0.9998475216058;0.999864491904575;0.999836270555279;NA;NA;0.936414433149784;0.99640618388708;0.982339651924993;NA;NA;2.28068685531616;0.0902822017669678;0.0362277030944824;16.1202764511108;39253.5312633824;39248.8637039625
330;4;10;2;0.999959851023732;0.99999334017333;0.999799870621629;0.999996536840968;NA;0.999997103274468;0.999999962002923;0.999997046663594;0.999996536840968;NA;0.999997103274468;0.999999962002923;0.999997046663594;0.999996536840968;NA;NA;NA;NA;NA;NA;2.2194504737854;0.0310788154602051;0.0358455181121826;NA;7257.07757544359;7252.588894281
340;5;2;2;1;0.913477425438783;1;0.913626661062859;1;1;1;1;1;1;1;1;1;1;1;1;0.913477425438783;1;1;1;2.27527189254761;0.159509420394897;0.0543816089630127;12.4722270965576;43905.1057620266;43904.9376372963
310;2;10;5;0.999999999979701;0.999999999646241;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2.22635126113892;0.0246593952178955;0.0346915721893311;NA;7241.63302083897;7235.68703763795
60;4;10;5;0.999326175647743;0.774768851014912;0.469948131747183;0.251834597953517;NA;0.999480976779959;0.999084457272991;0.999905872306622;0.999999992746679;NA;0.994580954511362;0.955049164267975;0.948935667248195;0.896401445706872;NA;NA;NA;NA;NA;NA;2.34181475639343;0.000916004180908203;0.0035851001739502;NA;359.804547811394;350.49799061957
282;2;2;5;0.998839567444754;0.988458934514599;NA;NA;NA;0.999861959196993;0.999862568802047;NA;NA;NA;0.999861959196993;0.999862568802047;NA;NA;NA;0.995614570966762;0.992729021562548;NA;NA;NA;2.19105577468872;0.0826051235198975;0.0385961532592773;13.4289448261261;30341.7044832863;30341.7044832863
88;3;4;5;0.993631523058612;0.997454616505535;0.683570437106616;NA;NA;0.999925698009914;0.999072104862109;0.999875343340761;NA;NA;0.999990546680003;0.999487347848579;0.990320026497197;NA;NA;0.917982760633268;0.998106085791146;0.950566109341219;NA;NA;2.10106563568115;0.00167059898376465;0.00733113288879395;26.4999883174896;1822.67094127162;1816.35942225238
240;2;10;5;0.999999999646506;0.999999124363309;NA;NA;NA;0.999999999999981;1;NA;NA;NA;0.999999999997669;0.999999999996332;NA;NA;NA;NA;NA;NA;NA;NA;2.15948343276978;0.0113542079925537;0.0189154148101807;NA;4385.53791788627;4374.61384340221
88;2;4;2;0.987054388701362;0.986652131548009;NA;NA;NA;0.987054388701362;0.986652131548009;NA;NA;NA;0.987054388701362;0.986652131548009;NA;NA;NA;0.987054388701362;0.986652131548009;NA;NA;NA;1.95368003845215;0.00163102149963379;0.00415205955505371;16.065491437912;810.239682094289;809.653895656662
392;5;4;3;0.945953880017441;0.48316893576662;0.912533326140443;0.605300428712575;0.977091903926871;0.999997852967292;0.999990907796375;0.99999804601387;1;1;0.999886710239294;0.999990907796375;0.999886827042954;0.999962882482966;1;0.935649749946458;0.904574380079882;0.919230610581592;0.907665905135283;0.985251664739448;2.48433685302734;0.13310694694519;0.0667197704315186;31.9959633350372;39773.9329816288;39757.0617515819
376;3;4;3;0.995654593848767;0.999068260494022;0.999346275676608;NA;NA;0.999997443647337;0.999997678171621;0.999993287365305;NA;NA;0.999974220806432;0.999997678171621;0.999993287365305;NA;NA;0.960573573507658;0.982272486120246;0.934061779601612;NA;NA;2.27545928955078;0.141245126724243;0.0607938766479492;26.2102911472321;27570.7206910669;27568.7540339121
322;3;2;3;0.890072846964557;0.939632284563197;0.991164684964772;NA;NA;0.990508667581799;0.990129749583714;0.991164684964772;NA;NA;0.990508667581799;0.990129749583714;0.97072903121929;NA;NA;0.972662151769991;0.990129749583714;0.935110019433963;NA;NA;2.2261426448822;0.140620708465576;0.0460238456726074;12.6410210132599;40642.7065750978;40642.5802460781
450;3;10;5;0.999994322701816;0.998920693321681;0.996656599437598;NA;NA;1;1;1;NA;NA;0.999999999999998;1;1;NA;NA;NA;NA;NA;NA;NA;2.52727866172791;0.091883659362793;0.0785336494445801;NA;19349.6364164266;19322.886943077
390;5;10;4;0.999999999997291;0.447370442261872;0.715586668801417;0.269246526991532;0.825518954434338;1;0.999999999999999;0.999999999999995;0.999999999999998;0.999999999997524;0.99999999985931;0.999999999958189;0.999999999901872;0.99999999999499;0.999999999666466;NA;NA;NA;NA;NA;2.91568112373352;0.0513808727264404;0.0604517459869385;NA;17527.3309750298;17508.3164490806
194;2;2;2;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;2.14814257621765;0.025482177734375;0.0152151584625244;9.04487466812134;8010.02928857474;8010.02928857474
320;5;2;4;0.995200423542244;0.832658663791301;0.502274174862177;0.787498621757641;0.239943803854817;0.998936519149748;0.997038711548631;0.998849832369164;0.998913966903363;0.997016496034193;0.998936519149748;0.997038711548631;0.979360020391866;0.994450928223004;0.997016496034193;0.8229223913963;0.971398518587682;0.972357658778774;0.9809280451991;0.967735199277688;2.80191421508789;0.139587163925171;0.0544066429138184;18.7670876979828;60019.0255587796;60011.562916296
380;4;10;3;0.999932103427707;0.997864028683647;0.985979976616376;0.98842314429374;NA;0.999999999999155;0.999999999999821;0.999999999997287;0.999999999999598;NA;0.999999995930883;0.999999972155851;0.999999999952701;0.999999999870396;NA;NA;NA;NA;NA;NA;2.32759642601013;0.0482826232910156;0.0541553497314453;NA;13246.4499930141;13226.779791997
420;3;10;3;0.99995711163657;0.99999885195972;0.999999881395235;NA;NA;0.999999999997102;0.99999999997002;0.999999999999988;NA;NA;0.999999996013576;0.999999999997255;0.999999999999988;NA;NA;NA;NA;NA;NA;NA;2.30938625335693;0.067338228225708;0.0672721862792969;NA;13709.359355828;13701.7438835864
200;2;4;3;0.999955122424395;0.996360112630096;NA;NA;NA;0.999955122424395;0.999930617232019;NA;NA;NA;0.999955122424395;0.999930617232019;NA;NA;NA;0.986176136536937;0.996030199787743;NA;NA;NA;2.17066788673401;0.016517162322998;0.0150799751281738;20.5183341503143;6232.13564707137;6231.54646084539
332;5;2;3;0.923947959586698;0.833842337439923;0.449031942481829;0.535908832281515;0.78907578482158;0.991249672290334;0.991247154350373;0.990776391598469;0.990840015601573;1;0.972369302471783;0.991247154350373;0.990776391598469;0.920517050706487;1;0.711918371256348;0.941863157565433;0.919985211616916;0.920517050706487;0.868021789489414;2.40828394889832;0.147790431976318;0.052372932434082;15.4864661693573;57117.7718459823;57111.2054431546
160;4;10;4;0.999999997341578;0.878252444476216;0.205197806408733;0.620175416992203;NA;0.999999998913286;0.999999999968358;0.999999999880775;0.999999999846448;NA;0.999999192979771;0.999990020229645;0.99999996508582;0.998250007813466;NA;NA;NA;NA;NA;NA;2.32291340827942;0.00391721725463867;0.0108282566070557;NA;2582.87356744411;2570.97807693289
60;2;4;4;0.995632374776093;0.999288136669121;NA;NA;NA;0.9999674363664;0.999900937213107;NA;NA;NA;0.963979486351452;0.986671553411178;NA;NA;NA;0.999418994359805;0.999900937213107;NA;NA;NA;1.97983980178833;0.000951766967773438;0.00336146354675293;20.5327181816101;601.539338154404;592.225629655419
